ALMACEN,SKU,CONTROL_DIST,CANT_CONTROL
12063,221748,29781,50
12063,506974,29781,1
12063,508242,29781,1
12063,508250,29781,1
12063,508252,29781,1
12063,508256,29781,1
12088,5669,29781,1
